05:43:00;0;25
05:55:00;0;25
06:07:00;0;25
06:19:00;0;25
06:31:00;0;25
06:41:00;0;25
06:51:00;0;25
07:01:00;0;25
07:11:00;0;25
07:21:00;0;25
07:31:00;0;25
07:41:00;0;25
07:51:00;0;25
08:01:00;0;25
08:11:00;0;25
08:22:00;0;25
08:32:00;0;25
08:42:00;0;25
08:52:00;0;25
09:02:00;0;25
09:12:00;0;25
09:22:00;0;25
09:32:00;0;25
09:41:00;0;25
09:51:00;0;25
10:01:00;0;25
10:11:00;0;25
10:21:00;0;25
10:31:00;0;25
10:41:00;0;25
10:51:00;0;25
11:01:00;0;25
11:11:00;0;25
11:21:00;0;25
11:31:00;0;25
11:41:00;0;25
11:51:00;0;25
12:01:00;0;25
12:11:00;0;25
12:21:00;0;25
12:31:00;0;25
12:41:00;0;25
12:51:00;0;25
13:01:00;0;25
13:11:00;0;25
13:21:00;0;25
13:31:00;0;25
13:41:00;0;25
13:51:00;0;25
14:01:00;0;25
14:11:00;0;25
14:21:00;0;25
14:31:00;0;25
14:41:00;0;25
14:51:00;0;25
15:01:00;0;25
15:12:00;0;25
15:22:00;0;25
15:32:00;0;25
15:42:00;0;25
15:52:00;0;25
16:02:00;0;25
16:12:00;0;25
16:22:00;0;25
16:32:00;0;25
16:42:00;0;25
16:52:00;0;25
17:02:00;0;25
17:12:00;0;25
17:22:00;0;25
17:32:00;0;25
17:42:00;0;25
17:52:00;0;25
18:02:00;0;25
18:12:00;0;25
18:22:00;0;25
18:32:00;0;25
18:42:00;0;25
18:52:00;0;25
19:02:00;0;25
19:12:00;0;25
19:22:00;0;25
19:34:00;0;25
19:46:00;0;25
19:52:00;0;25
19:59:00;0;25
20:11:00;0;25
20:23:00;0;25
20:35:00;0;25
20:47:00;0;25
20:59:00;0;25
21:11:00;0;25
21:23:00;0;25
21:35:00;0;25
21:47:00;0;25
21:59:00;0;25
22:11:00;0;25
22:23:00;0;25
22:35:00;0;25
22:46:00;0;25
22:59:00;0;25
23:11:00;0;25
23:23:00;0;25
23:35:00;0;25
23:45:00;0;25
23:55:00;0;25
00:15:00;0;25
00:35:00;0;25
00:55:00;0;25
01:15:00;0;25
01:33:00;0;25
01:53:00;0;25
05:09:00;17;0
05:21:00;17;0
05:33:00;17;0
05:45:00;17;0
05:46:00;25;0
05:58:00;25;0
06:10:00;25;0
06:22:00;25;0
06:27:00;17;0
06:34:00;25;0
06:44:00;25;0
06:54:00;25;0
07:04:00;25;0
07:14:00;25;0
07:24:00;25;0
07:34:00;25;0
07:44:00;25;0
07:54:00;25;0
08:04:00;25;0
08:14:00;25;0
08:24:00;25;0
08:34:00;25;0
08:44:00;25;0
08:54:00;25;0
09:05:00;25;0
09:15:00;25;0
09:25:00;25;0
09:35:00;25;0
09:45:00;25;0
09:55:00;25;0
10:05:00;25;0
10:15:00;25;0
10:24:00;25;0
10:34:00;25;0
10:44:00;25;0
10:54:00;25;0
11:04:00;25;0
11:14:00;25;0
11:24:00;25;0
11:34:00;25;0
11:44:00;25;0
11:54:00;25;0
12:04:00;25;0
12:14:00;25;0
12:24:00;25;0
12:34:00;25;0
12:44:00;25;0
12:54:00;25;0
13:04:00;25;0
13:14:00;25;0
13:24:00;25;0
13:34:00;25;0
13:44:00;25;0
13:54:00;25;0
14:04:00;25;0
14:14:00;25;0
14:24:00;25;0
14:34:00;25;0
14:44:00;25;0
14:55:00;25;0
15:05:00;25;0
15:16:00;25;0
15:26:00;25;0
15:36:00;25;0
15:46:00;25;0
15:55:00;25;0
16:05:00;25;0
16:15:00;25;0
16:25:00;25;0
16:35:00;25;0
16:45:00;25;0
16:55:00;25;0
17:05:00;25;0
17:15:00;25;0
17:25:00;25;0
17:35:00;25;0
17:45:00;25;0
17:56:00;25;0
18:06:00;25;0
18:16:00;25;0
18:26:00;25;0
18:36:00;25;0
18:46:00;25;0
18:56:00;25;0
19:06:00;25;0
19:17:00;25;0
19:28:00;25;0
19:40:00;25;0
19:52:00;25;0
20:04:00;25;0
20:16:00;25;0
20:28:00;25;0
20:41:00;25;0
20:53:00;25;0
21:05:00;25;0
21:17:00;25;0
21:29:00;25;0
21:41:00;25;0
21:53:00;25;0
22:05:00;25;0
22:17:00;25;0
22:29:00;25;0
22:41:00;25;0
22:52:00;25;0
23:04:00;25;0
23:24:00;25;0
23:44:00;25;0
00:04:00;25;0
00:24:00;25;0
00:44:00;25;0
01:04:00;25;0
