05:30:00;0;20
05:42:00;0;20
05:44:00;0;0
05:54:00;0;20
05:56:00;0;0
06:08:00;0;0
06:20:00;0;0
06:32:00;0;0
06:43:00;0;0
06:48:00;0;20
06:53:00;0;0
07:03:00;0;0
07:13:00;0;0
07:23:00;0;0
07:33:00;0;0
07:43:00;0;0
07:53:00;0;0
08:03:00;0;0
08:13:00;0;0
08:23:00;0;0
08:33:00;0;0
08:43:00;0;0
08:53:00;0;0
09:03:00;0;0
09:13:00;0;0
09:23:00;0;0
09:33:00;0;0
09:43:00;0;0
09:53:00;0;0
09:03:00;0;0
09:13:00;0;0
09:23:00;0;0
09:33:00;0;0
09:43:00;0;0
09:53:00;0;0
10:03:00;0;0
10:13:00;0;0
10:23:00;0;0
10:33:00;0;0
10:43:00;0;0
10:53:00;0;0
11:03:00;0;0
11:13:00;0;0
11:23:00;0;0
11:33:00;0;0
11:43:00;0;0
11:53:00;0;0
12:03:00;0;0
12:13:00;0;0
12:23:00;0;0
12:33:00;0;0
12:43:00;0;0
12:53:00;0;0
13:03:00;0;0
13:13:00;0;0
13:23:00;0;0
13:33:00;0;0
13:43:00;0;0
13:53:00;0;0
14:03:00;0;0
14:13:00;0;0
14:23:00;0;0
14:32:00;0;0
14:42:00;0;0
14:51:00;0;0
15:01:00;0;0
15:10:00;0;0
15:20:00;0;0
15:30:00;0;0
15:40:00;0;0
15:51:00;0;0
16:01:00;0;0
16:11:00;0;0
16:21:00;0;0
16:31:00;0;0
16:41:00;0;0
16:51:00;0;0
17:01:00;0;0
17:11:00;0;0
17:22:00;0;0
17:32:00;0;0
17:42:00;0;0
17:52:00;0;0
18:02:00;0;0
18:12:00;0;0
18:22:00;0;0
18:32:00;0;0
18:43:00;0;0
18:53:00;0;0
19:03:00;0;0
19:13:00;0;0
19:23:00;0;0
19:33:00;0;0
19:44:00;0;0
19:56:00;0;0
20:08:00;0;0
20:20:00;0;0
20:32:00;0;0
20:44:00;0;0
20:56:00;0;0
21:08:00;0;0
21:20:00;0;0
21:32:00;0;0
21:44:00;0;0
21:50:00;0;20
21:56:00;0;0
22:08:00;0;0
22:20:00;0;0
22:32:00;0;0
22:44:00;0;0
22:56:00;0;0
23:08:00;0;0
23:20:00;0;0
23:32:00;0;0
23:44:00;0;20
05:09:00;16;0
05:21:00;16;0
05:33:00;16;0
05:40:00;20;0
05:52:00;20;0
06:04:00;20;0
06:16:00;20;0
06:27:00;16;0
06:28:00;20;0
06:38:00;20;0
06:48:00;20;0
06:58:00;20;0
07:08:00;20;0
07:18:00;20;0
07:28:00;20;0
07:38:00;20;0
07:48:00;20;0
07:58:00;20;0
08:08:00;20;0
08:18:00;20;0
08:28:00;20;0
08:38:00;20;0
08:48:00;20;0
08:58:00;20;0
09:08:00;20;0
09:18:00;20;0
09:28:00;20;0
09:38:00;20;0
09:48:00;20;0
09:58:00;20;0
10:08:00;20;0
10:18:00;20;0
10:28:00;20;0
10:38:00;20;0
10:48:00;20;0
10:58:00;20;0
11:08:00;20;0
11:18:00;20;0
11:28:00;20;0
11:38:00;20;0
11:48:00;20;0
11:58:00;20;0
12:08:00;20;0
12:18:00;20;0
12:28:00;20;0
12:38:00;20;0
12:48:00;20;0
12:58:00;20;0
13:08:00;20;0
13:18:00;20;0
13:28:00;20;0
13:38:00;20;0
13:48:00;20;0
13:58:00;20;0
14:08:00;20;0
14:18:00;20;0
14:28:00;20;0
14:38:00;20;0
14:48:00;20;0
14:58:00;20;0
15:08:00;20;0
15:18:00;20;0
15:28:00;20;0
15:38:00;20;0
15:48:00;20;0
15:58:00;20;0
16:08:00;20;0
16:18:00;20;0
16:28:00;20;0
16:39:00;20;0
16:49:00;20;0
16:59:00;20;0
17:09:00;20;0
17:19:00;20;0
17:29:00;20;0
17:39:00;20;0
17:49:00;20;0
17:59:00;20;0
18:09:00;20;0
18:19:00;20;0
18:30:00;20;0
18:40:00;20;0
18:50:00;20;0
19:00:00;20;0
19:10:00;20;0
19:20:00;20;0
19:30:00;20;0
19:42:00;20;0
19:44:00;20;0
19:54:00;20;0
20:06:00;20;0
20:18:00;20;0
20:30:00;20;0
20:42:00;20;0
20:54:00;20;0
21:06:00;20;0
21:17:00;20;0
21:29:00;20;0
21:41:00;20;0
21:53:00;20;0
22:06:00;20;0
22:18:00;20;0
22:30:00;20;0
22:42:00;20;0
22:54:00;20;0
23:06:00;20;0
23:10:00;20;0
23:21:00;20;0
23:33:00;20;0
23:45:00;20;0
23:57:00;20;0
00:09:00;20;0
